Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Tulsi,Bark,Skin Diseases,Headache,Immune Booster,Capsules,201,Mix with honey,Antifungal,Mild Nausea,Vata,Vata
Triphala,Leaf,Arthritis,Fatigue,Anti-inflammatory,Capsules,120,Consume after meals,Analgesic,Drowsiness,Pitta,Kapha
Haritaki,Leaf,Skin Diseases,Joint Pain,Immune Booster,Churna,709,Take on an empty stomach,Adaptogenic,None,Vata,Pitta
Neem,Bark,Digestive Disorders,Headache,Mental Calmness,Decoction,983,Take on an empty stomach,Antipyretic,Stomach Upset,Vata-Pitta,Pitta
Triphala,Root,Arthritis,Fever,Mental Calmness,Tablets,808,Take with warm water,Analgesic,Mild Nausea,Tridosha,Pitta
Brahmi,Fruit,Diabetes,Anxiety,Antioxidant,Tablets,616,Take with warm water,Adaptogenic,Drowsiness,Tridosha,Pitta
Amla,Bark,Digestive Disorders,Skin Rashes,Anti-inflammatory,Tablets,610,Consume after meals,Analgesic,None,Kapha,Kapha
Shatavari,Flower,Diabetes,Fever,Antioxidant,Oil,856,Take on an empty stomach,Antipyretic,Allergic Reaction,Pitta,Vata
Brahmi,Seed,Arthritis,Fatigue,Digestive Aid,Decoction,646,Consume after meals,Antiviral,Drowsiness,Vata-Pitta,Pitta
Shatavari,Fruit,Mental Stress,Headache,Detoxification,Powder,360,Mix with honey,Antibacterial,None,Pitta,Vata
Haritaki,Fruit,Skin Diseases,Indigestion,Mental Calmness,Capsules,661,Mix with honey,Antiviral,None,Vata-Kapha,Kapha
Neem,Root,Skin Diseases,Anxiety,Anti-inflammatory,Powder,302,Mix with honey,Adaptogenic,None,Tridosha,Kapha
Manjistha,Bark,Digestive Disorders,Headache,Digestive Aid,Decoction,642,Take on an empty stomach,Antifungal,Mild Nausea,Vata,Pitta
Tulsi,Flower,Inflammation,Fever,Antioxidant,Oil,999,Take on an empty stomach,Antifungal,Mild Nausea,Pitta,Pitta
Manjistha,Leaf,Arthritis,Anxiety,Detoxification,Capsules,594,Take with warm water,Adaptogenic,Allergic Reaction,Vata,Kapha
Shatavari,Leaf,Mental Stress,Fever,Digestive Aid,Capsules,206,Take with warm water,Antifungal,Drowsiness,Kapha,Kapha
Haritaki,Seed,Diabetes,Headache,Digestive Aid,Tablets,899,Take on an empty stomach,Analgesic,Allergic Reaction,Tridosha,Pitta
Manjistha,Flower,Inflammation,Joint Pain,Mental Calmness,Powder,553,Take with warm water,Analgesic,None,Vata-Kapha,Vata
Triphala,Fruit,Respiratory Issues,Headache,Immune Booster,Powder,177,Consume after meals,Antibacterial,Stomach Upset,Pitta,Vata
Shatavari,Bark,Respiratory Issues,Anxiety,Antioxidant,Tablets,229,Take with warm water,Analgesic,Drowsiness,Pitta-Kapha,Pitta
Shatavari,Fruit,Diabetes,Fatigue,Anti-inflammatory,Capsules,547,Consume after meals,Analgesic,Allergic Reaction,Pitta,Vata
Manjistha,Fruit,Skin Diseases,Joint Pain,Digestive Aid,Churna,371,Take on an empty stomach,Antipyretic,Mild Nausea,Vata-Kapha,Kapha
Amla,Flower,Arthritis,Anxiety,Digestive Aid,Churna,679,Take on an empty stomach,Adaptogenic,None,Vata-Pitta,Vata
Triphala,Seed,Digestive Disorders,Anxiety,Digestive Aid,Capsules,800,Mix with honey,Antifungal,None,Pitta-Kapha,Vata
Triphala,Root,Mental Stress,Fever,Antioxidant,Powder,921,Take on an empty stomach,Analgesic,Mild Nausea,Vata,Pitta
Tulsi,Bark,Diabetes,Headache,Anti-inflammatory,Oil,853,Mix with honey,Adaptogenic,Drowsiness,Vata-Kapha,Kapha
Neem,Flower,Digestive Disorders,Fatigue,Immune Booster,Decoction,734,Take on an empty stomach,Antipyretic,Stomach Upset,Vata-Pitta,Pitta
Neem,Fruit,Arthritis,Joint Pain,Mental Calmness,Decoction,328,Consume after meals,Antibacterial,Mild Nausea,Pitta-Kapha,Vata
Haritaki,Fruit,Inflammation,Fever,Digestive Aid,Churna,367,Consume after meals,Antifungal,None,Pitta-Kapha,Pitta
Manjistha,Leaf,Inflammation,Skin Rashes,Anti-inflammatory,Churna,853,Mix with honey,Antibacterial,Stomach Upset,Pitta-Kapha,Vata
Haritaki,Leaf,Arthritis,Fatigue,Mental Calmness,Oil,676,Take with warm water,Antifungal,Allergic Reaction,Kapha,Kapha
Neem,Seed,Mental Stress,Headache,Detoxification,Churna,542,Take on an empty stomach,Adaptogenic,Drowsiness,Vata-Pitta,Vata
Manjistha,Leaf,Mental Stress,Fever,Detoxification,Powder,112,Mix with honey,Analgesic,Drowsiness,Vata-Pitta,Pitta
Haritaki,Leaf,Skin Diseases,Skin Rashes,Anti-inflammatory,Oil,958,Take on an empty stomach,Adaptogenic,None,Kapha,Pitta
Triphala,Fruit,Inflammation,Fatigue,Anti-inflammatory,Powder,826,Consume after meals,Antiviral,None,Pitta-Kapha,Pitta
Guggul,Leaf,Inflammation,Skin Rashes,Antioxidant,Tablets,774,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Pitta,Kapha
Ashwagandha,Fruit,Arthritis,Fever,Detoxification,Oil,928,Take with warm water,Antifungal,Drowsiness,Pitta,Pitta
Guggul,Fruit,Mental Stress,Fatigue,Detoxification,Capsules,650,Take with warm water,Analgesic,Allergic Reaction,Vata-Pitta,Kapha
Amla,Flower,Skin Diseases,Skin Rashes,Anti-inflammatory,Decoction,777,Mix with honey,Antifungal,Drowsiness,Vata,Pitta
Triphala,Leaf,Arthritis,Fatigue,Immune Booster,Capsules,768,Take with warm water,Adaptogenic,Drowsiness,Pitta-Kapha,Vata
Shatavari,Flower,Mental Stress,Headache,Digestive Aid,Powder,545,Consume after meals,Adaptogenic,Mild Nausea,Kapha,Kapha
Shatavari,Flower,Respiratory Issues,Headache,Detoxification,Decoction,925,Consume after meals,Antipyretic,Drowsiness,Vata-Pitta,Kapha
Neem,Flower,Diabetes,Cough,Anti-inflammatory,Tablets,601,Take on an empty stomach,Antifungal,Allergic Reaction,Vata,Vata
Ashwagandha,Bark,Diabetes,Anxiety,Digestive Aid,Powder,201,Consume after meals,Antipyretic,Allergic Reaction,Pitta,Kapha
Manjistha,Bark,Arthritis,Fever,Antioxidant,Decoction,546,Consume after meals,Adaptogenic,Drowsiness,Vata-Pitta,Vata
Shatavari,Seed,Respiratory Issues,Skin Rashes,Mental Calmness,Oil,761,Take with warm water,Antibacterial,Allergic Reaction,Tridosha,Vata
Manjistha,Leaf,Digestive Disorders,Cough,Mental Calmness,Churna,342,Mix with honey,Analgesic,Drowsiness,Pitta,Pitta
Manjistha,Leaf,Inflammation,Fever,Digestive Aid,Capsules,449,Take on an empty stomach,Adaptogenic,None,Vata-Kapha,Pitta
Shatavari,Leaf,Diabetes,Indigestion,Antioxidant,Decoction,658,Take on an empty stomach,Antifungal,None,Vata-Kapha,Pitta
Amla,Leaf,Diabetes,Fever,Detoxification,Oil,173,Take on an empty stomach,Antipyretic,Drowsiness,Vata,Kapha
Manjistha,Bark,Respiratory Issues,Joint Pain,Anti-inflammatory,Oil,405,Mix with honey,Antibacterial,Stomach Upset,Vata-Kapha,Vata
Triphala,Flower,Inflammation,Indigestion,Immune Booster,Capsules,330,Consume after meals,Antifungal,None,Vata-Pitta,Kapha
Haritaki,Bark,Mental Stress,Fatigue,Detoxification,Powder,205,Take with warm water,Antipyretic,Mild Nausea,Vata,Vata
Tulsi,Bark,Diabetes,Fever,Mental Calmness,Decoction,353,Consume after meals,Antipyretic,None,Vata-Kapha,Vata
Amla,Seed,Mental Stress,Skin Rashes,Antioxidant,Decoction,815,Take on an empty stomach,Antibacterial,Stomach Upset,Vata-Kapha,Vata
Neem,Leaf,Digestive Disorders,Fatigue,Digestive Aid,Oil,692,Take with warm water,Antipyretic,Drowsiness,Pitta-Kapha,Pitta
Tulsi,Flower,Skin Diseases,Skin Rashes,Immune Booster,Oil,773,Take with warm water,Antibacterial,Drowsiness,Vata-Pitta,Vata
Guggul,Fruit,Respiratory Issues,Fatigue,Detoxification,Tablets,103,Consume after meals,Antibacterial,None,Kapha,Pitta
Guggul,Root,Skin Diseases,Indigestion,Detoxification,Powder,967,Consume after meals,Antifungal,Mild Nausea,Kapha,Pitta
Ashwagandha,Bark,Diabetes,Skin Rashes,Digestive Aid,Oil,265,Take with warm water,Adaptogenic,Allergic Reaction,Tridosha,Vata
Amla,Bark,Respiratory Issues,Fatigue,Anti-inflammatory,Powder,422,Take with warm water,Antipyretic,Stomach Upset,Kapha,Pitta
Haritaki,Leaf,Respiratory Issues,Cough,Digestive Aid,Decoction,598,Take with warm water,Analgesic,None,Vata-Kapha,Pitta
Neem,Fruit,Inflammation,Fatigue,Immune Booster,Churna,354,Consume after meals,Antiviral,Stomach Upset,Pitta-Kapha,Pitta
Ashwagandha,Root,Mental Stress,Indigestion,Antioxidant,Churna,699,Mix with honey,Analgesic,Mild Nausea,Vata,Kapha
Triphala,Root,Respiratory Issues,Fatigue,Digestive Aid,Capsules,409,Take with warm water,Antifungal,Mild Nausea,Vata-Kapha,Pitta
Amla,Bark,Diabetes,Anxiety,Detoxification,Churna,123,Consume after meals,Antibacterial,Mild Nausea,Pitta-Kapha,Kapha
Amla,Root,Mental Stress,Indigestion,Mental Calmness,Tablets,603,Take with warm water,Antifungal,Allergic Reaction,Tridosha,Pitta
Neem,Fruit,Mental Stress,Anxiety,Anti-inflammatory,Oil,197,Take with warm water,Analgesic,Drowsiness,Vata,Vata
Guggul,Leaf,Arthritis,Headache,Antioxidant,Oil,469,Take with warm water,Adaptogenic,Allergic Reaction,Tridosha,Vata
Shatavari,Root,Arthritis,Fatigue,Mental Calmness,Tablets,706,Take with warm water,Antiviral,Stomach Upset,Tridosha,Pitta
Haritaki,Seed,Inflammation,Anxiety,Antioxidant,Powder,344,Take on an empty stomach,Antipyretic,Allergic Reaction,Pitta-Kapha,Pitta
Guggul,Root,Arthritis,Fever,Digestive Aid,Capsules,494,Consume after meals,Antipyretic,Drowsiness,Vata-Kapha,Vata
Haritaki,Root,Digestive Disorders,Anxiety,Digestive Aid,Churna,513,Take with warm water,Antibacterial,Allergic Reaction,Pitta,Kapha
Neem,Flower,Skin Diseases,Cough,Mental Calmness,Capsules,446,Take on an empty stomach,Antifungal,None,Pitta,Vata
Manjistha,Leaf,Digestive Disorders,Joint Pain,Mental Calmness,Decoction,530,Consume after meals,Antiviral,Stomach Upset,Pitta,Kapha
Tulsi,Seed,Respiratory Issues,Fever,Mental Calmness,Oil,783,Take with warm water,Analgesic,None,Kapha,Pitta
Guggul,Leaf,Inflammation,Cough,Mental Calmness,Capsules,966,Take with warm water,Antipyretic,None,Vata-Kapha,Kapha
Manjistha,Fruit,Skin Diseases,Fatigue,Anti-inflammatory,Tablets,411,Consume after meals,Analgesic,Stomach Upset,Pitta,Kapha
Guggul,Flower,Respiratory Issues,Anxiety,Immune Booster,Powder,424,Take on an empty stomach,Antibacterial,Mild Nausea,Vata-Pitta,Vata
Manjistha,Fruit,Respiratory Issues,Skin Rashes,Antioxidant,Capsules,839,Mix with honey,Adaptogenic,Drowsiness,Pitta,Vata
Neem,Fruit,Digestive Disorders,Indigestion,Antioxidant,Churna,895,Mix with honey,Antifungal,Allergic Reaction,Tridosha,Kapha
Brahmi,Fruit,Arthritis,Anxiety,Detoxification,Capsules,955,Consume after meals,Antiviral,None,Kapha,Vata
Amla,Bark,Diabetes,Anxiety,Digestive Aid,Churna,566,Take with warm water,Adaptogenic,Stomach Upset,Vata-Pitta,Pitta
Shatavari,Leaf,Arthritis,Skin Rashes,Detoxification,Decoction,592,Take with warm water,Antiviral,Mild Nausea,Pitta,Pitta
Manjistha,Leaf,Arthritis,Anxiety,Mental Calmness,Oil,368,Mix with honey,Antipyretic,Mild Nausea,Pitta,Vata
Shatavari,Seed,Respiratory Issues,Indigestion,Detoxification,Oil,315,Consume after meals,Antipyretic,Stomach Upset,Vata-Kapha,Vata
Guggul,Fruit,Diabetes,Fever,Anti-inflammatory,Powder,567,Consume after meals,Analgesic,Mild Nausea,Vata-Kapha,Vata
Guggul,Seed,Arthritis,Joint Pain,Detoxification,Capsules,972,Take on an empty stomach,Analgesic,Stomach Upset,Pitta-Kapha,Pitta
Triphala,Leaf,Digestive Disorders,Indigestion,Mental Calmness,Powder,673,Take on an empty stomach,Antipyretic,Drowsiness,Vata-Kapha,Kapha
Amla,Seed,Diabetes,Fever,Detoxification,Churna,553,Consume after meals,Antibacterial,None,Kapha,Pitta
Tulsi,Fruit,Inflammation,Joint Pain,Mental Calmness,Tablets,458,Take with warm water,Analgesic,None,Pitta,Vata
Amla,Flower,Arthritis,Joint Pain,Detoxification,Powder,535,Take with warm water,Antiviral,None,Vata-Pitta,Vata
Amla,Seed,Digestive Disorders,Cough,Mental Calmness,Powder,431,Take on an empty stomach,Antiviral,None,Tridosha,Vata
Neem,Bark,Arthritis,Fever,Mental Calmness,Powder,850,Mix with honey,Antiviral,None,Pitta-Kapha,Kapha
Neem,Seed,Digestive Disorders,Fatigue,Antioxidant,Powder,942,Mix with honey,Antibacterial,Mild Nausea,Vata,Kapha
Haritaki,Seed,Inflammation,Fatigue,Mental Calmness,Capsules,281,Mix with honey,Antiviral,None,Vata-Pitta,Kapha
Ashwagandha,Root,Skin Diseases,Headache,Antioxidant,Churna,835,Mix with honey,Antiviral,Stomach Upset,Kapha,Pitta
Haritaki,Fruit,Arthritis,Fatigue,Anti-inflammatory,Churna,882,Take on an empty stomach,Analgesic,None,Pitta-Kapha,Kapha
Tulsi,Leaf,Inflammation,Anxiety,Detoxification,Oil,943,Take with warm water,Adaptogenic,Allergic Reaction,Kapha,Vata
Neem,Root,Digestive Disorders,Cough,Antioxidant,Churna,266,Take with warm water,Antibacterial,Stomach Upset,Pitta,Vata
Guggul,Seed,Arthritis,Anxiety,Antioxidant,Capsules,728,Consume after meals,Adaptogenic,Allergic Reaction,Vata,Kapha
Shatavari,Bark,Skin Diseases,Joint Pain,Detoxification,Churna,139,Take on an empty stomach,Antipyretic,Drowsiness,Pitta,Pitta
Tulsi,Root,Diabetes,Headache,Anti-inflammatory,Tablets,309,Consume after meals,Antifungal,None,Kapha,Vata
Triphala,Seed,Mental Stress,Indigestion,Antioxidant,Decoction,774,Take on an empty stomach,Antiviral,None,Vata,Kapha
Brahmi,Seed,Respiratory Issues,Fever,Mental Calmness,Decoction,584,Take on an empty stomach,Analgesic,Allergic Reaction,Vata,Vata
Tulsi,Leaf,Respiratory Issues,Indigestion,Antioxidant,Oil,777,Take with warm water,Analgesic,Stomach Upset,Kapha,Vata
Ashwagandha,Bark,Mental Stress,Skin Rashes,Antioxidant,Decoction,365,Take on an empty stomach,Antipyretic,Stomach Upset,Pitta,Kapha
Triphala,Leaf,Inflammation,Indigestion,Digestive Aid,Decoction,827,Take on an empty stomach,Antipyretic,Stomach Upset,Pitta-Kapha,Pitta
Guggul,Flower,Digestive Disorders,Headache,Detoxification,Capsules,630,Consume after meals,Antifungal,Stomach Upset,Pitta,Kapha
Tulsi,Leaf,Respiratory Issues,Fever,Mental Calmness,Powder,380,Mix with honey,Analgesic,None,Vata,Pitta
Amla,Leaf,Mental Stress,Fatigue,Digestive Aid,Powder,209,Take on an empty stomach,Antifungal,None,Vata-Pitta,Pitta
Haritaki,Bark,Respiratory Issues,Headache,Digestive Aid,Capsules,857,Mix with honey,Antiviral,None,Pitta-Kapha,Kapha
Amla,Flower,Digestive Disorders,Anxiety,Antioxidant,Capsules,774,Take with warm water,Antipyretic,Mild Nausea,Pitta-Kapha,Pitta
Tulsi,Flower,Inflammation,Anxiety,Immune Booster,Capsules,308,Mix with honey,Antifungal,None,Vata-Pitta,Kapha
Brahmi,Flower,Mental Stress,Cough,Antioxidant,Oil,855,Mix with honey,Adaptogenic,Stomach Upset,Pitta,Vata
Amla,Seed,Skin Diseases,Indigestion,Detoxification,Capsules,799,Take on an empty stomach,Analgesic,Allergic Reaction,Pitta,Kapha
Ashwagandha,Flower,Digestive Disorders,Fatigue,Detoxification,Decoction,327,Consume after meals,Antiviral,Drowsiness,Vata-Kapha,Vata
Ashwagandha,Root,Mental Stress,Anxiety,Mental Calmness,Capsules,182,Mix with honey,Analgesic,Allergic Reaction,Pitta,Pitta
Haritaki,Root,Diabetes,Anxiety,Digestive Aid,Decoction,294,Take on an empty stomach,Analgesic,Stomach Upset,Pitta,Vata
Amla,Fruit,Diabetes,Fatigue,Immune Booster,Churna,749,Take with warm water,Antibacterial,None,Kapha,Vata
Haritaki,Bark,Mental Stress,Indigestion,Mental Calmness,Powder,396,Consume after meals,Antipyretic,Mild Nausea,Vata,Pitta
Neem,Root,Respiratory Issues,Fever,Mental Calmness,Churna,963,Take on an empty stomach,Antipyretic,Stomach Upset,Tridosha,Kapha
Triphala,Flower,Digestive Disorders,Headache,Digestive Aid,Tablets,780,Consume after meals,Antibacterial,Stomach Upset,Tridosha,Kapha
Triphala,Flower,Inflammation,Joint Pain,Detoxification,Churna,980,Mix with honey,Analgesic,None,Kapha,Vata
Amla,Root,Diabetes,Joint Pain,Detoxification,Powder,877,Mix with honey,Antibacterial,Mild Nausea,Pitta-Kapha,Vata
Tulsi,Bark,Digestive Disorders,Skin Rashes,Digestive Aid,Churna,295,Mix with honey,Analgesic,Allergic Reaction,Pitta-Kapha,Kapha
Brahmi,Root,Inflammation,Headache,Detoxification,Decoction,379,Mix with honey,Antifungal,None,Pitta-Kapha,Vata
Shatavari,Root,Inflammation,Fatigue,Immune Booster,Oil,394,Take with warm water,Antibacterial,None,Vata-Pitta,Pitta
Manjistha,Flower,Arthritis,Joint Pain,Anti-inflammatory,Churna,791,Take on an empty stomach,Analgesic,Allergic Reaction,Vata,Pitta
Brahmi,Fruit,Respiratory Issues,Cough,Mental Calmness,Decoction,286,Consume after meals,Antibacterial,Stomach Upset,Kapha,Vata
Triphala,Flower,Inflammation,Headache,Digestive Aid,Churna,101,Take on an empty stomach,Antifungal,Stomach Upset,Vata,Pitta
Haritaki,Bark,Digestive Disorders,Fatigue,Antioxidant,Decoction,477,Consume after meals,Antipyretic,None,Pitta,Vata
Tulsi,Seed,Mental Stress,Fever,Anti-inflammatory,Decoction,516,Consume after meals,Antiviral,Stomach Upset,Pitta,Pitta
Ashwagandha,Bark,Diabetes,Fatigue,Antioxidant,Oil,596,Mix with honey,Antifungal,Drowsiness,Vata-Pitta,Pitta
Ashwagandha,Leaf,Arthritis,Fatigue,Antioxidant,Tablets,966,Mix with honey,Antibacterial,None,Vata-Pitta,Kapha
Triphala,Seed,Mental Stress,Anxiety,Immune Booster,Oil,959,Consume after meals,Antibacterial,Stomach Upset,Pitta,Kapha
Triphala,Root,Inflammation,Joint Pain,Mental Calmness,Decoction,693,Take with warm water,Antibacterial,None,Vata,Kapha
Haritaki,Seed,Inflammation,Fever,Antioxidant,Tablets,195,Mix with honey,Antipyretic,None,Vata-Pitta,Vata
Triphala,Bark,Mental Stress,Skin Rashes,Antioxidant,Tablets,520,Consume after meals,Antiviral,None,Vata-Kapha,Vata
Neem,Flower,Respiratory Issues,Headache,Immune Booster,Churna,172,Take with warm water,Antifungal,Mild Nausea,Vata,Kapha
Neem,Leaf,Respiratory Issues,Joint Pain,Detoxification,Decoction,608,Take on an empty stomach,Antipyretic,Drowsiness,Pitta,Vata
Amla,Leaf,Mental Stress,Headache,Digestive Aid,Tablets,210,Mix with honey,Antifungal,Drowsiness,Kapha,Vata
Haritaki,Seed,Inflammation,Joint Pain,Digestive Aid,Powder,297,Consume after meals,Antifungal,None,Vata-Pitta,Vata
Brahmi,Root,Mental Stress,Indigestion,Mental Calmness,Powder,230,Consume after meals,Adaptogenic,Drowsiness,Pitta,Kapha
Shatavari,Root,Arthritis,Fatigue,Detoxification,Tablets,537,Consume after meals,Antifungal,None,Pitta,Pitta
Guggul,Seed,Skin Diseases,Fever,Antioxidant,Capsules,388,Take with warm water,Antibacterial,None,Tridosha,Kapha
Haritaki,Flower,Diabetes,Fatigue,Detoxification,Churna,813,Take on an empty stomach,Antifungal,Allergic Reaction,Vata-Kapha,Kapha
Shatavari,Bark,Inflammation,Anxiety,Digestive Aid,Churna,600,Consume after meals,Antiviral,Stomach Upset,Pitta,Vata
Tulsi,Fruit,Skin Diseases,Cough,Digestive Aid,Capsules,729,Take with warm water,Antipyretic,None,Kapha,Kapha
Tulsi,Flower,Inflammation,Fever,Anti-inflammatory,Tablets,429,Take with warm water,Adaptogenic,Stomach Upset,Pitta,Kapha
Manjistha,Seed,Diabetes,Fatigue,Immune Booster,Capsules,434,Take on an empty stomach,Antipyretic,Mild Nausea,Pitta,Vata
Haritaki,Leaf,Respiratory Issues,Headache,Antioxidant,Decoction,917,Take with warm water,Antipyretic,Stomach Upset,Tridosha,Pitta
Amla,Root,Skin Diseases,Indigestion,Digestive Aid,Tablets,998,Take with warm water,Antibacterial,None,Pitta-Kapha,Kapha
Tulsi,Leaf,Skin Diseases,Anxiety,Antioxidant,Powder,240,Mix with honey,Adaptogenic,Stomach Upset,Kapha,Kapha
Brahmi,Seed,Mental Stress,Indigestion,Immune Booster,Powder,446,Take with warm water,Antifungal,None,Pitta-Kapha,Vata
Manjistha,Seed,Skin Diseases,Joint Pain,Anti-inflammatory,Oil,145,Take on an empty stomach,Antifungal,Mild Nausea,Tridosha,Vata
Brahmi,Flower,Digestive Disorders,Indigestion,Immune Booster,Capsules,395,Consume after meals,Analgesic,Mild Nausea,Vata-Pitta,Kapha
Tulsi,Root,Diabetes,Fatigue,Mental Calmness,Tablets,464,Consume after meals,Antiviral,Allergic Reaction,Kapha,Vata
Shatavari,Seed,Diabetes,Cough,Antioxidant,Tablets,217,Take with warm water,Adaptogenic,Drowsiness,Vata-Pitta,Vata
Ashwagandha,Fruit,Mental Stress,Skin Rashes,Detoxification,Powder,591,Consume after meals,Adaptogenic,Drowsiness,Vata,Pitta
Amla,Leaf,Respiratory Issues,Joint Pain,Digestive Aid,Tablets,757,Take on an empty stomach,Antifungal,None,Vata-Kapha,Kapha
Manjistha,Seed,Inflammation,Fever,Immune Booster,Churna,346,Consume after meals,Analgesic,None,Vata,Pitta
Haritaki,Bark,Respiratory Issues,Skin Rashes,Immune Booster,Decoction,444,Consume after meals,Antipyretic,None,Pitta,Vata
Amla,Leaf,Skin Diseases,Anxiety,Antioxidant,Tablets,596,Mix with honey,Antipyretic,Allergic Reaction,Tridosha,Pitta
Manjistha,Fruit,Mental Stress,Joint Pain,Mental Calmness,Decoction,853,Mix with honey,Antifungal,Mild Nausea,Vata,Kapha
Shatavari,Root,Mental Stress,Fever,Antioxidant,Oil,979,Take with warm water,Antifungal,Stomach Upset,Pitta-Kapha,Vata
Ashwagandha,Root,Arthritis,Skin Rashes,Anti-inflammatory,Tablets,151,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Pitta,Vata
Ashwagandha,Flower,Respiratory Issues,Joint Pain,Anti-inflammatory,Churna,887,Mix with honey,Analgesic,None,Kapha,Vata
Guggul,Fruit,Respiratory Issues,Indigestion,Antioxidant,Powder,975,Take on an empty stomach,Adaptogenic,None,Vata,Pitta
Triphala,Seed,Respiratory Issues,Anxiety,Antioxidant,Churna,854,Take with warm water,Antibacterial,Drowsiness,Vata-Pitta,Pitta
Manjistha,Bark,Skin Diseases,Indigestion,Detoxification,Powder,398,Consume after meals,Analgesic,Mild Nausea,Vata-Pitta,Kapha
Ashwagandha,Flower,Inflammation,Skin Rashes,Immune Booster,Decoction,387,Mix with honey,Antiviral,None,Tridosha,Kapha
Manjistha,Fruit,Digestive Disorders,Fatigue,Immune Booster,Oil,421,Take on an empty stomach,Adaptogenic,Stomach Upset,Pitta-Kapha,Kapha
Triphala,Bark,Respiratory Issues,Cough,Digestive Aid,Oil,550,Take on an empty stomach,Antipyretic,Drowsiness,Vata-Kapha,Pitta
Guggul,Fruit,Diabetes,Skin Rashes,Immune Booster,Tablets,687,Consume after meals,Antifungal,None,Kapha,Vata
Shatavari,Leaf,Arthritis,Fatigue,Digestive Aid,Oil,492,Consume after meals,Antiviral,Drowsiness,Vata,Vata
Shatavari,Leaf,Arthritis,Anxiety,Immune Booster,Powder,248,Take on an empty stomach,Antiviral,Mild Nausea,Vata-Kapha,Vata
Guggul,Fruit,Respiratory Issues,Anxiety,Digestive Aid,Tablets,832,Take on an empty stomach,Antifungal,None,Pitta,Pitta
Triphala,Bark,Skin Diseases,Indigestion,Immune Booster,Capsules,378,Consume after meals,Antifungal,None,Kapha,Vata
Neem,Fruit,Skin Diseases,Headache,Digestive Aid,Capsules,455,Mix with honey,Antifungal,Stomach Upset,Tridosha,Vata
Brahmi,Flower,Digestive Disorders,Anxiety,Digestive Aid,Tablets,798,Mix with honey,Antifungal,Mild Nausea,Tridosha,Pitta
Guggul,Bark,Skin Diseases,Skin Rashes,Digestive Aid,Powder,250,Mix with honey,Antibacterial,None,Vata-Pitta,Vata
Tulsi,Leaf,Diabetes,Anxiety,Anti-inflammatory,Churna,966,Take with warm water,Antibacterial,Drowsiness,Pitta-Kapha,Vata
Neem,Seed,Mental Stress,Indigestion,Detoxification,Churna,583,Mix with honey,Analgesic,None,Vata-Pitta,Pitta
Ashwagandha,Root,Skin Diseases,Indigestion,Detoxification,Tablets,530,Consume after meals,Adaptogenic,Drowsiness,Vata-Pitta,Vata
Brahmi,Leaf,Skin Diseases,Skin Rashes,Detoxification,Churna,198,Take with warm water,Analgesic,Drowsiness,Pitta,Kapha
Manjistha,Root,Skin Diseases,Headache,Immune Booster,Tablets,138,Consume after meals,Adaptogenic,Stomach Upset,Kapha,Kapha
Haritaki,Root,Mental Stress,Skin Rashes,Immune Booster,Capsules,970,Take with warm water,Antifungal,None,Tridosha,Pitta
Amla,Leaf,Skin Diseases,Fever,Anti-inflammatory,Oil,111,Consume after meals,Analgesic,Drowsiness,Kapha,Vata
Amla,Fruit,Diabetes,Indigestion,Digestive Aid,Tablets,128,Take on an empty stomach,Analgesic,Allergic Reaction,Tridosha,Pitta
Guggul,Root,Skin Diseases,Anxiety,Detoxification,Tablets,762,Take with warm water,Antifungal,Drowsiness,Tridosha,Pitta
Amla,Fruit,Respiratory Issues,Joint Pain,Mental Calmness,Capsules,748,Take with warm water,Antiviral,Allergic Reaction,Tridosha,Vata
Guggul,Bark,Digestive Disorders,Skin Rashes,Anti-inflammatory,Churna,189,Take on an empty stomach,Analgesic,Stomach Upset,Kapha,Kapha
Ashwagandha,Fruit,Inflammation,Anxiety,Mental Calmness,Capsules,272,Mix with honey,Antibacterial,None,Vata-Kapha,Vata
Haritaki,Leaf,Respiratory Issues,Skin Rashes,Detoxification,Tablets,304,Take on an empty stomach,Antifungal,Drowsiness,Kapha,Vata
Manjistha,Fruit,Inflammation,Headache,Antioxidant,Tablets,958,Take with warm water,Adaptogenic,None,Kapha,Kapha
Neem,Fruit,Digestive Disorders,Joint Pain,Immune Booster,Tablets,467,Take with warm water,Antiviral,Allergic Reaction,Kapha,Kapha
Brahmi,Root,Respiratory Issues,Skin Rashes,Digestive Aid,Oil,625,Take on an empty stomach,Antibacterial,Allergic Reaction,Vata-Kapha,Kapha
Brahmi,Leaf,Respiratory Issues,Fever,Mental Calmness,Capsules,848,Mix with honey,Antipyretic,Allergic Reaction,Tridosha,Kapha
Triphala,Flower,Diabetes,Fatigue,Immune Booster,Oil,326,Take with warm water,Antifungal,Drowsiness,Kapha,Pitta
Haritaki,Seed,Arthritis,Cough,Digestive Aid,Decoction,621,Take with warm water,Analgesic,Drowsiness,Pitta-Kapha,Kapha
Brahmi,Bark,Arthritis,Joint Pain,Anti-inflammatory,Tablets,181,Take with warm water,Antipyretic,Allergic Reaction,Pitta,Kapha
