Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Ashwagandha,Seed,Digestive Disorders,Stress,Antioxidant,Juice,512,Mix with honey,Hepatoprotective,Allergic Reaction,Pitta-Kapha,Vata
Triphala,Flower,Mental Stress,Headache,Immune Booster,Churna,968,Take twice daily,Anti-inflammatory,Mild Nausea,Vata-Kapha,Vata
Haritaki,Flower,Diabetes,Skin Rashes,Anti-inflammatory,Extract,444,Consume after meals,Antiviral,Allergic Reaction,Tridosha,Vata
Manjistha,Leaf,Skin Diseases,Stress,Anti-hypertensive,Tablets,197,Take on an empty stomach,Antipyretic,None,Kapha,Vata
Manjistha,Flower,Diabetes,Headache,Digestive Aid,Oil,122,Take twice daily,Antipyretic,Headache,Pitta-Kapha,Kapha
Triphala,Flower,Liver Disorders,Fever,Anti-inflammatory,Juice,256,Apply externally,Antiviral,Headache,Tridosha,Kapha
Manjistha,Fruit,Digestive Disorders,High Blood Pressure,Adaptogen,Tablets,446,Take on an empty stomach,Antipyretic,Drowsiness,Vata-Kapha,Kapha
Neem,Root,Inflammation,Cough,Detoxification,Juice,242,Take twice daily,Antipyretic,Drowsiness,Tridosha,Pitta
Tulsi,Fruit,Respiratory Issues,High Blood Pressure,Anti-hypertensive,Capsules,553,Mix with honey,Antiviral,Diarrhea,Pitta-Kapha,Kapha
Guggul,Root,Liver Disorders,Inflammation,Detoxification,Oil,135,Take twice daily,Anti-inflammatory,Mild Nausea,Vata,Kapha
Neem,Seed,Diabetes,Cough,Antiseptic,Decoction,569,Take with warm water,Hepatoprotective,Allergic Reaction,Vata-Pitta,Pitta
Triphala,Flower,Hypertension,High Blood Pressure,Antioxidant,Powder,238,Consume after meals,Hepatoprotective,None,Kapha,Vata
Haritaki,Fruit,Hypertension,Skin Rashes,Antioxidant,Extract,660,Take before sleep,Anti-inflammatory,Drowsiness,Vata,Kapha
Amla,Bark,Hypertension,Joint Pain,Mental Calmness,Tablets,580,Apply externally,Adaptogenic,None,Vata-Kapha,Kapha
Tulsi,Flower,Hypertension,Fever,Anti-hypertensive,Oil,650,Take before sleep,Antibacterial,Drowsiness,Vata,Pitta
Brahmi,Seed,Respiratory Issues,Joint Pain,Adaptogen,Powder,126,Consume after meals,Anti-hypertensive,Headache,Pitta,Kapha
Neem,Bark,Respiratory Issues,Headache,Anti-inflammatory,Capsules,796,Take on an empty stomach,Antifungal,Drowsiness,Vata,Kapha
Triphala,Seed,Mental Stress,Inflammation,Immune Booster,Churna,324,Take before sleep,Anti-hypertensive,Drowsiness,Vata-Kapha,Pitta
Haritaki,Leaf,Hypertension,Fatigue,Antiseptic,Decoction,242,Take with warm water,Anti-hypertensive,Stomach Upset,Vata-Pitta,Vata
Neem,Bark,Liver Disorders,Headache,Digestive Aid,Churna,360,Take with warm water,Anti-inflammatory,Stomach Upset,Kapha,Kapha
Triphala,Root,Arthritis,Inflammation,Antioxidant,Decoction,120,Take before sleep,Adaptogenic,Diarrhea,Vata-Pitta,Pitta
Triphala,Leaf,Inflammation,Stress,Mental Calmness,Capsules,767,Take on an empty stomach,Anti-inflammatory,Headache,Tridosha,Vata
Manjistha,Seed,Digestive Disorders,Fever,Detoxification,Oil,852,Take before sleep,Anti-hypertensive,None,Vata,Vata
Shatavari,Root,Liver Disorders,Fever,Adaptogen,Powder,909,Mix with honey,Hepatoprotective,Mild Nausea,Kapha,Vata
Haritaki,Flower,Hypertension,Indigestion,Anti-inflammatory,Juice,287,Mix with honey,Hypoglycemic,Mild Nausea,Pitta-Kapha,Kapha
Triphala,Seed,Liver Disorders,Inflammation,Digestive Aid,Powder,735,Take with warm water,Anti-inflammatory,Allergic Reaction,Vata-Pitta,Pitta
Manjistha,Fruit,Inflammation,Breathing Difficulty,Immune Booster,Churna,663,Mix with honey,Antipyretic,Headache,Kapha,Pitta
Manjistha,Root,Digestive Disorders,Stress,Detoxification,Capsules,633,Mix with honey,Anti-inflammatory,Stomach Upset,Kapha,Kapha
Neem,Bark,Inflammation,Breathing Difficulty,Immune Booster,Capsules,937,Take with warm water,Antipyretic,Stomach Upset,Vata,Pitta
Tulsi,Seed,Mental Stress,Fever,Anti-hypertensive,Juice,869,Apply externally,Adaptogenic,Drowsiness,Pitta-Kapha,Vata
Amla,Flower,Digestive Disorders,High Blood Pressure,Immune Booster,Juice,971,Apply externally,Hypoglycemic,Diarrhea,Pitta,Kapha
Manjistha,Seed,Mental Stress,Joint Pain,Detoxification,Oil,810,Mix with honey,Antifungal,Mild Nausea,Pitta-Kapha,Kapha
Ashwagandha,Leaf,Inflammation,Anxiety,Detoxification,Extract,269,Mix with honey,Hepatoprotective,Allergic Reaction,Vata-Pitta,Pitta
Triphala,Bark,Digestive Disorders,Indigestion,Anti-hypertensive,Tablets,871,Mix with honey,Adaptogenic,Mild Nausea,Pitta-Kapha,Pitta
Shatavari,Leaf,Liver Disorders,Fever,Antioxidant,Powder,604,Mix with honey,Antifungal,Headache,Kapha,Pitta
Triphala,Root,Digestive Disorders,Indigestion,Mental Calmness,Capsules,683,Consume after meals,Anti-hypertensive,Allergic Reaction,Kapha,Vata
Shatavari,Root,Mental Stress,High Blood Pressure,Immune Booster,Tablets,386,Mix with honey,Adaptogenic,Stomach Upset,Pitta-Kapha,Kapha
Brahmi,Root,Skin Diseases,Headache,Antiseptic,Extract,197,Take on an empty stomach,Adaptogenic,Headache,Tridosha,Kapha
Ashwagandha,Root,Liver Disorders,Stress,Anti-inflammatory,Extract,965,Mix with honey,Antibacterial,Stomach Upset,Pitta-Kapha,Pitta
Haritaki,Root,Liver Disorders,Headache,Mental Calmness,Capsules,402,Mix with honey,Antifungal,None,Vata,Kapha
Haritaki,Bark,Inflammation,Skin Rashes,Digestive Aid,Powder,676,Take on an empty stomach,Analgesic,Stomach Upset,Vata-Kapha,Kapha
Guggul,Bark,Mental Stress,Fever,Antiseptic,Juice,628,Take twice daily,Antibacterial,Allergic Reaction,Tridosha,Pitta
Guggul,Flower,Hypertension,High Blood Pressure,Mental Calmness,Capsules,104,Take with warm water,Antifungal,Stomach Upset,Vata-Pitta,Vata
Tulsi,Leaf,Inflammation,Joint Pain,Immune Booster,Powder,482,Take on an empty stomach,Anti-inflammatory,None,Tridosha,Kapha
Tulsi,Root,Respiratory Issues,Fever,Mental Calmness,Decoction,122,Take with warm water,Adaptogenic,Stomach Upset,Vata-Kapha,Vata
Shatavari,Fruit,Skin Diseases,Cough,Antiseptic,Oil,833,Take on an empty stomach,Hepatoprotective,Diarrhea,Tridosha,Kapha
Guggul,Flower,Mental Stress,Fever,Anti-hypertensive,Churna,665,Apply externally,Analgesic,None,Pitta,Kapha
Amla,Seed,Mental Stress,Inflammation,Digestive Aid,Capsules,664,Take twice daily,Anti-inflammatory,Headache,Pitta,Kapha
Triphala,Fruit,Respiratory Issues,Cough,Detoxification,Juice,807,Apply externally,Hypoglycemic,Stomach Upset,Vata-Kapha,Vata
Manjistha,Flower,Diabetes,Fatigue,Detoxification,Tablets,109,Apply externally,Adaptogenic,None,Pitta-Kapha,Vata
Amla,Flower,Hypertension,Fever,Antioxidant,Oil,682,Mix with honey,Hepatoprotective,None,Pitta,Vata
Tulsi,Fruit,Liver Disorders,Skin Rashes,Detoxification,Tablets,210,Take twice daily,Hepatoprotective,Headache,Kapha,Vata
Guggul,Flower,Arthritis,Inflammation,Detoxification,Extract,373,Take on an empty stomach,Analgesic,Headache,Vata-Pitta,Kapha
Shatavari,Flower,Arthritis,Stress,Adaptogen,Capsules,712,Mix with honey,Adaptogenic,Stomach Upset,Vata,Vata
Tulsi,Fruit,Mental Stress,Stress,Mental Calmness,Oil,144,Take before sleep,Anti-hypertensive,None,Kapha,Pitta
Triphala,Seed,Respiratory Issues,Inflammation,Adaptogen,Powder,643,Take on an empty stomach,Antifungal,Allergic Reaction,Pitta,Pitta
Manjistha,Fruit,Digestive Disorders,Anxiety,Detoxification,Powder,213,Apply externally,Hepatoprotective,Mild Nausea,Pitta,Kapha
Ashwagandha,Seed,Inflammation,Stress,Detoxification,Juice,458,Take on an empty stomach,Antifungal,Stomach Upset,Pitta-Kapha,Kapha
Tulsi,Bark,Hypertension,High Blood Pressure,Immune Booster,Powder,133,Take twice daily,Antifungal,None,Vata,Kapha
Shatavari,Fruit,Liver Disorders,Inflammation,Anti-hypertensive,Capsules,184,Consume after meals,Antiviral,Mild Nausea,Vata,Pitta
Guggul,Seed,Arthritis,Indigestion,Anti-inflammatory,Capsules,386,Take with warm water,Antibacterial,Drowsiness,Vata-Kapha,Kapha
Tulsi,Root,Mental Stress,Fatigue,Mental Calmness,Churna,655,Take on an empty stomach,Adaptogenic,Mild Nausea,Vata-Pitta,Vata
Guggul,Root,Skin Diseases,Skin Rashes,Adaptogen,Capsules,785,Take twice daily,Anti-inflammatory,Mild Nausea,Kapha,Vata
Triphala,Bark,Liver Disorders,Fatigue,Antioxidant,Extract,601,Consume after meals,Antifungal,Drowsiness,Vata-Pitta,Vata
Neem,Leaf,Liver Disorders,Inflammation,Immune Booster,Capsules,230,Take before sleep,Anti-hypertensive,Mild Nausea,Vata-Pitta,Pitta
Ashwagandha,Root,Inflammation,Stress,Adaptogen,Powder,579,Apply externally,Anti-inflammatory,Allergic Reaction,Tridosha,Vata
Ashwagandha,Seed,Arthritis,Indigestion,Anti-inflammatory,Capsules,430,Apply externally,Antibacterial,Drowsiness,Pitta,Pitta
Brahmi,Fruit,Respiratory Issues,Cough,Anti-inflammatory,Oil,538,Take on an empty stomach,Hypoglycemic,Mild Nausea,Vata,Kapha
Brahmi,Fruit,Diabetes,Fatigue,Digestive Aid,Decoction,635,Mix with honey,Analgesic,Allergic Reaction,Kapha,Pitta
Brahmi,Flower,Arthritis,Headache,Adaptogen,Juice,418,Mix with honey,Hypoglycemic,None,Vata-Pitta,Pitta
Tulsi,Fruit,Skin Diseases,Indigestion,Anti-inflammatory,Powder,399,Take before sleep,Antiviral,Stomach Upset,Pitta-Kapha,Vata
Triphala,Seed,Arthritis,Anxiety,Anti-hypertensive,Capsules,595,Take on an empty stomach,Hepatoprotective,Headache,Pitta,Pitta
Triphala,Fruit,Diabetes,Cough,Digestive Aid,Tablets,291,Consume after meals,Anti-hypertensive,None,Vata-Pitta,Vata
Shatavari,Leaf,Diabetes,Breathing Difficulty,Mental Calmness,Decoction,862,Consume after meals,Analgesic,Mild Nausea,Tridosha,Pitta
Manjistha,Flower,Respiratory Issues,Breathing Difficulty,Adaptogen,Churna,410,Consume after meals,Hypoglycemic,None,Vata,Pitta
Neem,Seed,Inflammation,Headache,Digestive Aid,Churna,199,Take twice daily,Antipyretic,Drowsiness,Pitta,Vata
Neem,Flower,Skin Diseases,Anxiety,Immune Booster,Powder,481,Consume after meals,Anti-inflammatory,Allergic Reaction,Vata,Pitta
Neem,Leaf,Mental Stress,Skin Rashes,Immune Booster,Powder,639,Take with warm water,Antifungal,Headache,Vata,Kapha
Ashwagandha,Root,Skin Diseases,Breathing Difficulty,Adaptogen,Churna,948,Consume after meals,Antiviral,Allergic Reaction,Tridosha,Vata
Triphala,Leaf,Inflammation,Headache,Detoxification,Decoction,747,Take before sleep,Hepatoprotective,Diarrhea,Vata,Pitta
Shatavari,Leaf,Arthritis,Indigestion,Detoxification,Juice,668,Take twice daily,Antibacterial,Allergic Reaction,Tridosha,Pitta
Brahmi,Seed,Mental Stress,Headache,Anti-hypertensive,Tablets,944,Take twice daily,Anti-hypertensive,Diarrhea,Tridosha,Vata
Manjistha,Flower,Arthritis,Breathing Difficulty,Antioxidant,Powder,480,Mix with honey,Adaptogenic,Allergic Reaction,Vata,Vata
Shatavari,Root,Inflammation,Inflammation,Mental Calmness,Juice,603,Take with warm water,Hypoglycemic,None,Vata-Kapha,Kapha
Manjistha,Bark,Arthritis,Joint Pain,Detoxification,Oil,198,Consume after meals,Analgesic,Drowsiness,Pitta-Kapha,Vata
Manjistha,Leaf,Hypertension,Breathing Difficulty,Adaptogen,Churna,111,Take with warm water,Anti-inflammatory,None,Vata,Kapha
Brahmi,Bark,Skin Diseases,Stress,Antioxidant,Capsules,445,Apply externally,Antifungal,Allergic Reaction,Pitta-Kapha,Kapha
Tulsi,Fruit,Mental Stress,Skin Rashes,Digestive Aid,Tablets,829,Mix with honey,Hepatoprotective,Diarrhea,Tridosha,Pitta
Guggul,Root,Liver Disorders,Stress,Anti-inflammatory,Oil,581,Take on an empty stomach,Analgesic,Mild Nausea,Vata,Pitta
Shatavari,Leaf,Mental Stress,Cough,Digestive Aid,Capsules,125,Take twice daily,Antibacterial,Allergic Reaction,Vata,Vata
Guggul,Bark,Respiratory Issues,Indigestion,Antioxidant,Oil,763,Apply externally,Hypoglycemic,Drowsiness,Pitta,Pitta
Ashwagandha,Leaf,Arthritis,Stress,Anti-inflammatory,Churna,933,Take on an empty stomach,Antiviral,Stomach Upset,Vata-Pitta,Kapha
Amla,Leaf,Diabetes,Breathing Difficulty,Mental Calmness,Juice,865,Mix with honey,Analgesic,Headache,Pitta-Kapha,Pitta
Triphala,Bark,Arthritis,Skin Rashes,Digestive Aid,Powder,900,Consume after meals,Hypoglycemic,Headache,Vata,Pitta
Triphala,Seed,Hypertension,Fatigue,Detoxification,Tablets,231,Take with warm water,Antipyretic,Allergic Reaction,Pitta,Vata
Triphala,Bark,Digestive Disorders,Cough,Anti-inflammatory,Oil,629,Take with warm water,Antifungal,Headache,Vata-Pitta,Kapha
Manjistha,Seed,Mental Stress,Stress,Antioxidant,Churna,168,Take twice daily,Analgesic,Mild Nausea,Kapha,Pitta
Neem,Bark,Respiratory Issues,Headache,Antioxidant,Capsules,458,Take on an empty stomach,Adaptogenic,Allergic Reaction,Vata,Pitta
Amla,Flower,Respiratory Issues,High Blood Pressure,Antioxidant,Juice,701,Take with warm water,Anti-inflammatory,Mild Nausea,Vata-Pitta,Vata
Tulsi,Seed,Mental Stress,Joint Pain,Antioxidant,Tablets,657,Take before sleep,Antibacterial,Headache,Kapha,Pitta
Manjistha,Leaf,Skin Diseases,High Blood Pressure,Anti-hypertensive,Capsules,644,Consume after meals,Adaptogenic,Headache,Vata-Pitta,Vata
Triphala,Fruit,Diabetes,Anxiety,Anti-inflammatory,Churna,309,Take with warm water,Hepatoprotective,Headache,Vata-Kapha,Vata
Ashwagandha,Fruit,Skin Diseases,Cough,Immune Booster,Juice,230,Apply externally,Hepatoprotective,None,Vata-Kapha,Pitta
Amla,Flower,Mental Stress,Joint Pain,Anti-inflammatory,Juice,282,Take twice daily,Hypoglycemic,Mild Nausea,Vata,Kapha
Neem,Seed,Skin Diseases,Fever,Adaptogen,Powder,239,Consume after meals,Analgesic,None,Pitta-Kapha,Kapha
Ashwagandha,Seed,Diabetes,Stress,Antiseptic,Capsules,986,Consume after meals,Antiviral,Mild Nausea,Vata-Pitta,Kapha
Triphala,Flower,Digestive Disorders,Cough,Adaptogen,Tablets,188,Apply externally,Hypoglycemic,Mild Nausea,Vata-Kapha,Kapha
Guggul,Fruit,Respiratory Issues,Fatigue,Immune Booster,Decoction,552,Apply externally,Hepatoprotective,Diarrhea,Pitta-Kapha,Kapha
Manjistha,Seed,Diabetes,Indigestion,Anti-hypertensive,Capsules,918,Take twice daily,Hepatoprotective,Stomach Upset,Kapha,Vata
Brahmi,Fruit,Diabetes,Fever,Antiseptic,Capsules,423,Mix with honey,Antibacterial,None,Kapha,Vata
Haritaki,Root,Inflammation,Joint Pain,Detoxification,Extract,116,Apply externally,Hypoglycemic,Drowsiness,Kapha,Pitta
Shatavari,Flower,Mental Stress,Skin Rashes,Anti-inflammatory,Oil,736,Take twice daily,Antipyretic,Mild Nausea,Vata-Pitta,Vata
Neem,Flower,Digestive Disorders,Joint Pain,Immune Booster,Capsules,421,Take before sleep,Analgesic,Stomach Upset,Tridosha,Vata
Brahmi,Fruit,Inflammation,Joint Pain,Anti-inflammatory,Juice,917,Take on an empty stomach,Analgesic,Stomach Upset,Kapha,Vata
Tulsi,Seed,Arthritis,Headache,Detoxification,Extract,358,Take twice daily,Hepatoprotective,None,Vata,Kapha
Brahmi,Leaf,Diabetes,Anxiety,Adaptogen,Oil,876,Take twice daily,Analgesic,Allergic Reaction,Kapha,Vata
Amla,Bark,Respiratory Issues,Skin Rashes,Detoxification,Capsules,158,Take before sleep,Hepatoprotective,Diarrhea,Vata-Pitta,Kapha
Neem,Seed,Arthritis,Joint Pain,Immune Booster,Tablets,781,Mix with honey,Antibacterial,Stomach Upset,Kapha,Pitta
Brahmi,Flower,Digestive Disorders,Stress,Adaptogen,Churna,380,Apply externally,Antibacterial,Headache,Vata-Pitta,Vata
Manjistha,Fruit,Mental Stress,Breathing Difficulty,Immune Booster,Juice,513,Take before sleep,Antipyretic,Headache,Kapha,Kapha
Ashwagandha,Flower,Arthritis,Breathing Difficulty,Immune Booster,Decoction,872,Take before sleep,Antiviral,Headache,Kapha,Vata
Ashwagandha,Root,Arthritis,Headache,Detoxification,Juice,543,Mix with honey,Antipyretic,Headache,Tridosha,Pitta
Haritaki,Flower,Digestive Disorders,High Blood Pressure,Immune Booster,Extract,563,Take before sleep,Analgesic,Mild Nausea,Pitta,Pitta
Amla,Bark,Arthritis,Fever,Anti-hypertensive,Oil,299,Take twice daily,Hypoglycemic,None,Kapha,Vata
Amla,Bark,Arthritis,Breathing Difficulty,Antioxidant,Extract,826,Take twice daily,Adaptogenic,Stomach Upset,Pitta-Kapha,Kapha
Neem,Root,Diabetes,Anxiety,Detoxification,Tablets,731,Take before sleep,Antibacterial,Diarrhea,Kapha,Vata
Tulsi,Bark,Inflammation,Joint Pain,Anti-hypertensive,Powder,370,Take on an empty stomach,Hepatoprotective,Drowsiness,Vata,Kapha
Neem,Flower,Respiratory Issues,Fever,Anti-hypertensive,Powder,315,Take with warm water,Antifungal,None,Pitta-Kapha,Pitta
Tulsi,Flower,Mental Stress,Stress,Adaptogen,Decoction,306,Consume after meals,Anti-hypertensive,Stomach Upset,Tridosha,Vata
Manjistha,Root,Inflammation,Inflammation,Detoxification,Churna,308,Apply externally,Antifungal,Drowsiness,Tridosha,Pitta
Triphala,Flower,Respiratory Issues,Stress,Digestive Aid,Powder,779,Take on an empty stomach,Hypoglycemic,Headache,Vata,Kapha
Shatavari,Bark,Mental Stress,Joint Pain,Immune Booster,Capsules,372,Take before sleep,Anti-inflammatory,None,Vata-Kapha,Vata
Guggul,Fruit,Liver Disorders,Fever,Anti-hypertensive,Juice,353,Take on an empty stomach,Hepatoprotective,None,Vata,Kapha
Amla,Fruit,Mental Stress,Joint Pain,Immune Booster,Decoction,464,Apply externally,Anti-inflammatory,Stomach Upset,Vata-Pitta,Vata
Amla,Root,Diabetes,Breathing Difficulty,Anti-hypertensive,Tablets,718,Take before sleep,Antipyretic,Mild Nausea,Tridosha,Vata
Neem,Seed,Diabetes,Breathing Difficulty,Antiseptic,Extract,129,Consume after meals,Hepatoprotective,Mild Nausea,Tridosha,Pitta
Triphala,Leaf,Mental Stress,Fever,Anti-hypertensive,Juice,126,Take on an empty stomach,Antibacterial,Drowsiness,Pitta-Kapha,Pitta
Tulsi,Leaf,Digestive Disorders,Fatigue,Immune Booster,Juice,329,Mix with honey,Antifungal,Stomach Upset,Pitta,Pitta
Haritaki,Seed,Digestive Disorders,Joint Pain,Detoxification,Capsules,362,Consume after meals,Adaptogenic,Headache,Vata,Vata
Neem,Bark,Mental Stress,Fatigue,Anti-hypertensive,Tablets,693,Mix with honey,Anti-hypertensive,Stomach Upset,Vata,Pitta
Brahmi,Flower,Inflammation,Headache,Antiseptic,Juice,987,Apply externally,Adaptogenic,None,Pitta-Kapha,Pitta
Guggul,Root,Hypertension,Breathing Difficulty,Anti-hypertensive,Powder,124,Mix with honey,Anti-inflammatory,Stomach Upset,Pitta-Kapha,Vata
Tulsi,Seed,Hypertension,Indigestion,Anti-hypertensive,Churna,472,Take on an empty stomach,Hepatoprotective,Headache,Vata-Kapha,Vata
Haritaki,Leaf,Skin Diseases,Fever,Detoxification,Tablets,665,Consume after meals,Antipyretic,Drowsiness,Vata-Kapha,Vata
Triphala,Seed,Respiratory Issues,Cough,Antioxidant,Capsules,448,Consume after meals,Anti-inflammatory,Allergic Reaction,Tridosha,Kapha
Haritaki,Seed,Hypertension,Fever,Adaptogen,Oil,686,Apply externally,Anti-inflammatory,Diarrhea,Vata,Pitta
Neem,Leaf,Respiratory Issues,Joint Pain,Antiseptic,Decoction,465,Take twice daily,Antipyretic,Diarrhea,Tridosha,Vata
Neem,Leaf,Liver Disorders,Indigestion,Digestive Aid,Extract,637,Apply externally,Hepatoprotective,Allergic Reaction,Pitta,Pitta
Manjistha,Fruit,Digestive Disorders,Inflammation,Immune Booster,Powder,267,Take twice daily,Antipyretic,Mild Nausea,Vata-Pitta,Pitta
Triphala,Root,Diabetes,Fatigue,Digestive Aid,Juice,916,Take with warm water,Antiviral,Diarrhea,Pitta,Kapha
Tulsi,Root,Liver Disorders,Cough,Detoxification,Capsules,642,Take twice daily,Hepatoprotective,Diarrhea,Vata-Pitta,Kapha
Neem,Seed,Arthritis,Indigestion,Digestive Aid,Churna,166,Take on an empty stomach,Analgesic,None,Pitta-Kapha,Pitta
Amla,Bark,Liver Disorders,Fatigue,Antiseptic,Decoction,162,Take before sleep,Anti-hypertensive,Drowsiness,Vata,Kapha
Amla,Bark,Digestive Disorders,Breathing Difficulty,Immune Booster,Capsules,290,Consume after meals,Hypoglycemic,Diarrhea,Vata-Kapha,Kapha
Neem,Seed,Mental Stress,Anxiety,Immune Booster,Decoction,983,Take before sleep,Antifungal,Allergic Reaction,Tridosha,Vata
Tulsi,Fruit,Digestive Disorders,Cough,Mental Calmness,Extract,631,Mix with honey,Hypoglycemic,Diarrhea,Pitta-Kapha,Kapha
Guggul,Leaf,Arthritis,Joint Pain,Digestive Aid,Tablets,153,Take before sleep,Antibacterial,Drowsiness,Pitta,Vata
Brahmi,Bark,Digestive Disorders,Inflammation,Adaptogen,Churna,549,Mix with honey,Anti-hypertensive,Drowsiness,Tridosha,Kapha
Guggul,Fruit,Diabetes,Indigestion,Detoxification,Capsules,121,Take on an empty stomach,Hypoglycemic,Diarrhea,Pitta,Pitta
Manjistha,Seed,Respiratory Issues,Fatigue,Immune Booster,Oil,738,Consume after meals,Anti-hypertensive,Allergic Reaction,Pitta,Pitta
Triphala,Root,Hypertension,Stress,Anti-inflammatory,Capsules,345,Take with warm water,Antifungal,Stomach Upset,Vata-Kapha,Vata
Tulsi,Seed,Digestive Disorders,Fatigue,Mental Calmness,Oil,570,Apply externally,Antiviral,Drowsiness,Vata-Kapha,Vata
Tulsi,Root,Inflammation,High Blood Pressure,Immune Booster,Decoction,174,Consume after meals,Antipyretic,Diarrhea,Pitta-Kapha,Pitta
Tulsi,Leaf,Liver Disorders,Fatigue,Antioxidant,Tablets,477,Take twice daily,Antibacterial,Mild Nausea,Vata,Vata
Tulsi,Fruit,Skin Diseases,Fatigue,Antioxidant,Tablets,513,Consume after meals,Antiviral,Mild Nausea,Pitta,Pitta
Guggul,Leaf,Digestive Disorders,Fatigue,Antiseptic,Tablets,174,Take with warm water,Hypoglycemic,None,Pitta,Pitta
Haritaki,Fruit,Skin Diseases,Skin Rashes,Digestive Aid,Oil,310,Mix with honey,Antibacterial,Headache,Vata-Kapha,Kapha
Haritaki,Root,Inflammation,Skin Rashes,Anti-hypertensive,Decoction,585,Consume after meals,Antifungal,Diarrhea,Tridosha,Pitta
Manjistha,Seed,Mental Stress,Fever,Digestive Aid,Churna,603,Mix with honey,Antiviral,Stomach Upset,Vata,Kapha
Triphala,Bark,Diabetes,Breathing Difficulty,Digestive Aid,Oil,949,Take with warm water,Anti-hypertensive,Stomach Upset,Pitta-Kapha,Pitta
Neem,Fruit,Hypertension,Fatigue,Digestive Aid,Powder,393,Take before sleep,Adaptogenic,Headache,Pitta-Kapha,Pitta
Triphala,Seed,Mental Stress,High Blood Pressure,Anti-hypertensive,Churna,977,Take with warm water,Antipyretic,None,Vata-Kapha,Vata
Manjistha,Flower,Mental Stress,Headache,Anti-hypertensive,Extract,651,Consume after meals,Adaptogenic,Headache,Pitta,Kapha
Triphala,Flower,Inflammation,High Blood Pressure,Detoxification,Capsules,565,Take on an empty stomach,Hepatoprotective,Stomach Upset,Kapha,Kapha
Triphala,Bark,Arthritis,Skin Rashes,Adaptogen,Juice,332,Consume after meals,Antipyretic,Diarrhea,Tridosha,Kapha
Haritaki,Leaf,Respiratory Issues,Anxiety,Antiseptic,Capsules,368,Take before sleep,Antifungal,Allergic Reaction,Pitta-Kapha,Kapha
Brahmi,Seed,Skin Diseases,Anxiety,Anti-hypertensive,Churna,599,Take with warm water,Analgesic,Drowsiness,Vata,Pitta
Tulsi,Fruit,Hypertension,Anxiety,Detoxification,Tablets,743,Take twice daily,Hepatoprotective,Diarrhea,Pitta-Kapha,Kapha
Triphala,Flower,Mental Stress,Skin Rashes,Anti-inflammatory,Juice,816,Take with warm water,Adaptogenic,Drowsiness,Vata-Pitta,Vata
Haritaki,Fruit,Hypertension,Stress,Immune Booster,Oil,468,Take before sleep,Antibacterial,Allergic Reaction,Tridosha,Kapha
Guggul,Flower,Skin Diseases,Skin Rashes,Anti-hypertensive,Powder,306,Take with warm water,Antibacterial,Allergic Reaction,Vata-Pitta,Pitta
Manjistha,Seed,Skin Diseases,Cough,Adaptogen,Oil,696,Take twice daily,Analgesic,Diarrhea,Vata-Pitta,Pitta
Brahmi,Fruit,Arthritis,Skin Rashes,Antiseptic,Oil,987,Take with warm water,Hepatoprotective,Stomach Upset,Pitta-Kapha,Vata
Ashwagandha,Flower,Mental Stress,Fatigue,Antiseptic,Tablets,909,Take twice daily,Antiviral,Headache,Tridosha,Kapha
Ashwagandha,Fruit,Arthritis,Breathing Difficulty,Adaptogen,Capsules,655,Take on an empty stomach,Anti-hypertensive,Stomach Upset,Tridosha,Vata
Tulsi,Leaf,Skin Diseases,Inflammation,Antiseptic,Oil,386,Take on an empty stomach,Hypoglycemic,Diarrhea,Pitta-Kapha,Pitta
Manjistha,Flower,Arthritis,Cough,Anti-inflammatory,Tablets,773,Mix with honey,Adaptogenic,Headache,Tridosha,Kapha
Triphala,Bark,Mental Stress,Headache,Antioxidant,Churna,826,Consume after meals,Anti-inflammatory,Allergic Reaction,Vata,Kapha
Manjistha,Fruit,Inflammation,Joint Pain,Antiseptic,Extract,679,Take before sleep,Antiviral,Stomach Upset,Pitta-Kapha,Pitta
Manjistha,Root,Arthritis,Skin Rashes,Mental Calmness,Oil,134,Apply externally,Antibacterial,Diarrhea,Pitta,Vata
Triphala,Seed,Digestive Disorders,Headache,Adaptogen,Extract,119,Mix with honey,Hypoglycemic,Allergic Reaction,Vata-Pitta,Vata
Haritaki,Bark,Liver Disorders,Headache,Digestive Aid,Oil,211,Take on an empty stomach,Antibacterial,None,Pitta-Kapha,Pitta
Neem,Leaf,Arthritis,Fever,Anti-inflammatory,Oil,212,Take twice daily,Analgesic,Diarrhea,Pitta-Kapha,Pitta
Haritaki,Root,Inflammation,High Blood Pressure,Antiseptic,Oil,473,Take on an empty stomach,Adaptogenic,Mild Nausea,Vata-Kapha,Kapha
Brahmi,Root,Respiratory Issues,Fever,Anti-hypertensive,Tablets,738,Take on an empty stomach,Anti-inflammatory,Drowsiness,Tridosha,Vata
Amla,Leaf,Inflammation,Skin Rashes,Adaptogen,Powder,566,Take twice daily,Antiviral,None,Vata,Kapha
Guggul,Flower,Inflammation,High Blood Pressure,Anti-inflammatory,Churna,979,Apply externally,Hepatoprotective,Headache,Pitta-Kapha,Pitta
Neem,Bark,Liver Disorders,Cough,Antioxidant,Powder,562,Apply externally,Antipyretic,Headache,Vata-Pitta,Kapha
